,Respondent_ID,Gender,Age,Typical_consumption_situations,Current_brands
1672,121703,Female,46-65,Sports/exercise,Bepsi
1673,121704,Male,19-30,Social outings/parties,CodeX
1674,121705,Male,15-18,Sports/exercise,Gangster
1675,121706,Female,15-18,Sports/exercise,Cola-Coka
1676,121707,Non-binary,31-45,Other,Cola-Coka
1677,121708,Female,19-30,Studying/working late,Bepsi
1678,121709,Non-binary,19-30,Social outings/parties,Cola-Coka
1679,121710,Non-binary,31-45,Sports/exercise,Others
1680,121711,Male,19-30,Sports/exercise,Cola-Coka
1681,121712,Male,31-45,Other,Bepsi
1682,121713,Female,19-30,Studying/working late,Bepsi
1683,121714,Male,31-45,Studying/working late,Others
1684,121715,Female,31-45,Sports/exercise,CodeX
1685,121716,Male,31-45,Studying/working late,Gangster
1686,121717,Male,19-30,Driving/commuting,Bepsi
1687,121718,Female,31-45,Studying/working late,Sky 9
1688,121719,Male,31-45,Social outings/parties,Cola-Coka
1689,121720,Male,19-30,Studying/working late,Cola-Coka
1690,121721,Female,19-30,Studying/working late,Bepsi
1691,121722,Female,31-45,Studying/working late,Gangster
1692,121723,Male,15-18,Studying/working late,Others
1693,121724,Male,19-30,Studying/working late,Gangster
1694,121725,Male,31-45,Sports/exercise,Others
1695,121726,Male,19-30,Driving/commuting,Gangster
1696,121727,Male,31-45,Studying/working late,Blue Bull
1697,121728,Male,19-30,Sports/exercise,Bepsi
1698,121729,Male,15-18,Sports/exercise,Gangster
1699,121730,Male,19-30,Sports/exercise,Gangster
1700,121731,Female,31-45,Sports/exercise,Bepsi
1701,121732,Female,19-30,Social outings/parties,Blue Bull
1702,121733,Male,46-65,Studying/working late,Cola-Coka
1703,121734,Male,15-18,Sports/exercise,Blue Bull
1704,121735,Male,19-30,Social outings/parties,Sky 9
1705,121736,Non-binary,19-30,Driving/commuting,Gangster
1706,121737,Male,31-45,Studying/working late,Bepsi
1707,121738,Male,19-30,Sports/exercise,Bepsi
1708,121739,Male,19-30,Studying/working late,Cola-Coka
1709,121740,Male,19-30,Sports/exercise,Gangster
1710,121741,Male,19-30,Social outings/parties,Bepsi
1711,121742,Male,19-30,Studying/working late,Cola-Coka
1712,121743,Female,31-45,Sports/exercise,CodeX
1713,121744,Female,15-18,Sports/exercise,Blue Bull
1714,121745,Male,15-18,Sports/exercise,Cola-Coka
1715,121746,Male,19-30,Studying/working late,CodeX
1716,121747,Male,19-30,Sports/exercise,Cola-Coka
1717,121748,Male,19-30,Sports/exercise,Gangster
1718,121749,Male,15-18,Studying/working late,Bepsi
1719,121750,Female,31-45,Sports/exercise,Gangster
1720,121751,Male,19-30,Studying/working late,CodeX
1721,121752,Female,19-30,Sports/exercise,Bepsi
1722,121753,Female,19-30,Studying/working late,Blue Bull
1723,121754,Male,19-30,Driving/commuting,Gangster
1724,121755,Male,19-30,Sports/exercise,Blue Bull
1725,121756,Female,15-18,Studying/working late,Blue Bull
1726,121757,Female,19-30,Sports/exercise,Blue Bull
1727,121758,Female,31-45,Sports/exercise,Cola-Coka
1728,121759,Female,19-30,Sports/exercise,Cola-Coka
1729,121760,Female,19-30,Sports/exercise,CodeX
1730,121761,Female,19-30,Sports/exercise,Cola-Coka
1731,121762,Female,19-30,Social outings/parties,Bepsi
1732,121763,Female,15-18,Social outings/parties,Sky 9
1733,121764,Male,46-65,Studying/working late,Cola-Coka
1734,121765,Male,19-30,Social outings/parties,Blue Bull
1735,121766,Female,15-18,Sports/exercise,Blue Bull
1736,121767,Male,31-45,Sports/exercise,Cola-Coka
1737,121768,Male,46-65,Studying/working late,Gangster
1738,121769,Female,19-30,Sports/exercise,Others
1739,121770,Male,15-18,Studying/working late,Cola-Coka
1740,121771,Male,19-30,Sports/exercise,Bepsi
1741,121772,Male,19-30,Social outings/parties,Cola-Coka
1742,121773,Male,19-30,Studying/working late,CodeX
1743,121774,Male,15-18,Sports/exercise,Cola-Coka
1744,121775,Male,19-30,Studying/working late,Gangster
1745,121776,Female,19-30,Studying/working late,Bepsi
1746,121777,Male,31-45,Studying/working late,Gangster
1747,121778,Male,46-65,Driving/commuting,Cola-Coka
1748,121779,Non-binary,31-45,Sports/exercise,Blue Bull
1749,121780,Male,19-30,Studying/working late,CodeX
1750,121781,Male,31-45,Studying/working late,Others
1751,121782,Female,15-18,Sports/exercise,Gangster
1752,121783,Male,15-18,Sports/exercise,Bepsi
1753,121784,Female,19-30,Studying/working late,Cola-Coka
1754,121785,Male,19-30,Sports/exercise,Cola-Coka
1755,121786,Female,19-30,Sports/exercise,Bepsi
1756,121787,Female,19-30,Sports/exercise,CodeX
1757,121788,Male,19-30,Social outings/parties,Sky 9
1758,121789,Female,19-30,Sports/exercise,Bepsi
1759,121790,Male,19-30,Sports/exercise,Cola-Coka
1760,121791,Male,15-18,Studying/working late,Blue Bull
1761,121792,Male,19-30,Studying/working late,Cola-Coka
1762,121793,Male,19-30,Sports/exercise,Cola-Coka
1763,121794,Male,19-30,Studying/working late,Cola-Coka
1764,121795,Male,31-45,Sports/exercise,Cola-Coka
1765,121796,Male,19-30,Sports/exercise,Cola-Coka
1766,121797,Male,31-45,Studying/working late,Cola-Coka
1767,121798,Male,19-30,Studying/working late,Cola-Coka
1768,121799,Female,15-18,Sports/exercise,Blue Bull
1769,121800,Male,31-45,Studying/working late,Cola-Coka
1770,121801,Male,31-45,Studying/working late,Cola-Coka
1771,121802,Female,19-30,Sports/exercise,Blue Bull
1772,121803,Female,19-30,Social outings/parties,Bepsi
1773,121804,Female,19-30,Sports/exercise,Cola-Coka
1774,121805,Female,31-45,Social outings/parties,Bepsi
1775,121806,Female,19-30,Studying/working late,Cola-Coka
1776,121807,Male,19-30,Studying/working late,Cola-Coka
1777,121808,Male,19-30,Sports/exercise,Cola-Coka
1778,121809,Female,19-30,Sports/exercise,Gangster
1779,121810,Female,19-30,Studying/working late,Gangster
1780,121811,Male,19-30,Driving/commuting,Sky 9
1781,121812,Male,65+,Sports/exercise,CodeX
1782,121813,Male,31-45,Sports/exercise,Sky 9
1783,121814,Female,19-30,Sports/exercise,Gangster
1784,121815,Female,15-18,Studying/working late,Cola-Coka
1785,121816,Female,19-30,Studying/working late,Blue Bull
1786,121817,Male,65+,Other,Bepsi
1787,121818,Female,19-30,Sports/exercise,Bepsi
1788,121819,Male,31-45,Studying/working late,Gangster
1789,121820,Male,19-30,Studying/working late,Gangster
1790,121821,Male,31-45,Studying/working late,Blue Bull
1791,121822,Female,19-30,Sports/exercise,CodeX
1792,121823,Male,19-30,Studying/working late,Bepsi
1793,121824,Female,19-30,Sports/exercise,Gangster
1794,121825,Male,31-45,Social outings/parties,Cola-Coka
1795,121826,Male,15-18,Studying/working late,Gangster
1796,121827,Female,31-45,Sports/exercise,Gangster
1797,121828,Female,15-18,Sports/exercise,Gangster
1798,121829,Male,31-45,Driving/commuting,Bepsi
1799,121830,Male,19-30,Social outings/parties,Cola-Coka
1800,121831,Male,15-18,Studying/working late,Blue Bull
1801,121832,Female,31-45,Studying/working late,Others
1802,121833,Male,19-30,Studying/working late,Cola-Coka
1803,121834,Female,31-45,Sports/exercise,CodeX
1804,121835,Female,19-30,Sports/exercise,CodeX
1805,121836,Male,31-45,Studying/working late,Cola-Coka
1806,121837,Male,19-30,Studying/working late,CodeX
1807,121838,Male,19-30,Sports/exercise,Cola-Coka
1808,121839,Male,15-18,Studying/working late,Cola-Coka
1809,121840,Male,19-30,Sports/exercise,Bepsi
1810,121841,Female,31-45,Social outings/parties,Bepsi
1811,121842,Female,19-30,Studying/working late,CodeX
1812,121843,Female,19-30,Sports/exercise,Cola-Coka
1813,121844,Female,19-30,Sports/exercise,Bepsi
1814,121845,Female,31-45,Social outings/parties,CodeX
1815,121846,Female,19-30,Studying/working late,Gangster
1816,121847,Female,31-45,Social outings/parties,Bepsi
1817,121848,Male,19-30,Sports/exercise,CodeX
1818,121849,Male,15-18,Studying/working late,Bepsi
1819,121850,Male,19-30,Sports/exercise,Blue Bull
1820,121851,Male,19-30,Sports/exercise,Bepsi
1821,121852,Male,19-30,Sports/exercise,Gangster
1822,121853,Male,19-30,Sports/exercise,Gangster
1823,121854,Female,19-30,Studying/working late,Bepsi
1824,121855,Male,19-30,Studying/working late,Sky 9
1825,121856,Male,19-30,Sports/exercise,Blue Bull
1826,121857,Female,31-45,Sports/exercise,Bepsi
1827,121858,Male,19-30,Sports/exercise,Bepsi
1828,121859,Female,15-18,Sports/exercise,Blue Bull
1829,121860,Female,19-30,Driving/commuting,Others
1830,121861,Male,19-30,Studying/working late,Sky 9
1831,121862,Male,19-30,Sports/exercise,Cola-Coka
1832,121863,Female,31-45,Sports/exercise,Sky 9
1833,121864,Male,15-18,Studying/working late,Cola-Coka
1834,121865,Male,15-18,Sports/exercise,Blue Bull
1835,121866,Female,31-45,Sports/exercise,Cola-Coka
1836,121867,Male,31-45,Studying/working late,Gangster
1837,121868,Male,19-30,Sports/exercise,CodeX
1838,121869,Male,15-18,Social outings/parties,Blue Bull
1839,121870,Female,19-30,Driving/commuting,Others
1840,121871,Female,19-30,Sports/exercise,Bepsi
1841,121872,Male,31-45,Sports/exercise,Others
1842,121873,Female,19-30,Sports/exercise,Gangster
1843,121874,Male,31-45,Sports/exercise,Cola-Coka
1844,121875,Male,31-45,Studying/working late,Gangster
1845,121876,Male,15-18,Social outings/parties,Gangster
1846,121877,Male,19-30,Social outings/parties,Cola-Coka
1847,121878,Male,19-30,Sports/exercise,Sky 9
1848,121879,Male,15-18,Sports/exercise,Gangster
1849,121880,Non-binary,19-30,Sports/exercise,Cola-Coka
1850,121881,Male,65+,Sports/exercise,Cola-Coka
1851,121882,Non-binary,46-65,Social outings/parties,Sky 9
1852,121883,Male,31-45,Studying/working late,Cola-Coka
1853,121884,Female,19-30,Sports/exercise,Blue Bull
1854,121885,Female,31-45,Social outings/parties,Sky 9
1855,121886,Non-binary,15-18,Sports/exercise,Bepsi
1856,121887,Female,15-18,Sports/exercise,Bepsi
1857,121888,Male,19-30,Studying/working late,Gangster
1858,121889,Female,19-30,Driving/commuting,Gangster
1859,121890,Male,46-65,Sports/exercise,Bepsi
1860,121891,Male,65+,Studying/working late,CodeX
1861,121892,Male,19-30,Studying/working late,Bepsi
1862,121893,Male,15-18,Other,Cola-Coka
1863,121894,Female,46-65,Sports/exercise,Cola-Coka
1864,121895,Male,15-18,Sports/exercise,Cola-Coka
1865,121896,Female,19-30,Other,Blue Bull
1866,121897,Female,31-45,Sports/exercise,Cola-Coka
1867,121898,Male,19-30,Driving/commuting,Bepsi
1868,121899,Male,19-30,Social outings/parties,Sky 9
1869,121900,Female,15-18,Sports/exercise,Blue Bull
1870,121901,Male,19-30,Social outings/parties,Bepsi
1871,121902,Female,19-30,Sports/exercise,Sky 9
1872,121903,Male,19-30,Sports/exercise,CodeX
1873,121904,Male,15-18,Studying/working late,Gangster
1874,121905,Male,19-30,Sports/exercise,Others
1875,121906,Non-binary,19-30,Social outings/parties,Bepsi
1876,121907,Male,19-30,Sports/exercise,Cola-Coka
1877,121908,Male,19-30,Sports/exercise,Cola-Coka
1878,121909,Male,19-30,Studying/working late,CodeX
1879,121910,Male,19-30,Studying/working late,Cola-Coka
1880,121911,Female,19-30,Studying/working late,Cola-Coka
1881,121912,Male,19-30,Sports/exercise,Others
1882,121913,Male,31-45,Social outings/parties,Bepsi
1883,121914,Male,19-30,Studying/working late,Cola-Coka
1884,121915,Male,31-45,Sports/exercise,Sky 9
1885,121916,Female,19-30,Sports/exercise,Gangster
1886,121917,Female,19-30,Studying/working late,Cola-Coka
1887,121918,Male,19-30,Sports/exercise,Bepsi
1888,121919,Male,15-18,Studying/working late,Gangster
1889,121920,Male,15-18,Social outings/parties,Blue Bull
1890,121921,Male,19-30,Sports/exercise,Sky 9
1891,121922,Female,19-30,Studying/working late,Gangster
1892,121923,Female,19-30,Studying/working late,Bepsi
1893,121924,Female,19-30,Sports/exercise,Bepsi
1894,121925,Female,19-30,Sports/exercise,Bepsi
1895,121926,Male,19-30,Sports/exercise,Cola-Coka
1896,121927,Female,31-45,Studying/working late,Cola-Coka
1897,121928,Male,19-30,Studying/working late,Blue Bull
1898,121929,Female,15-18,Other,Blue Bull
1899,121930,Male,19-30,Sports/exercise,CodeX
1900,121931,Female,31-45,Social outings/parties,Bepsi
1901,121932,Female,31-45,Studying/working late,Sky 9
1902,121933,Female,15-18,Sports/exercise,Cola-Coka
1903,121934,Female,19-30,Studying/working late,Cola-Coka
1904,121935,Male,19-30,Sports/exercise,Cola-Coka
1905,121936,Male,19-30,Sports/exercise,Sky 9
1906,121937,Male,15-18,Studying/working late,Cola-Coka
1907,121938,Female,19-30,Sports/exercise,Cola-Coka
1908,121939,Male,15-18,Sports/exercise,Bepsi
1909,121940,Male,31-45,Sports/exercise,Bepsi
1910,121941,Male,19-30,Other,Cola-Coka
1911,121942,Female,31-45,Studying/working late,Bepsi
1912,121943,Male,19-30,Social outings/parties,Blue Bull
1913,121944,Female,15-18,Other,CodeX
1914,121945,Female,15-18,Studying/working late,Gangster
1915,121946,Male,15-18,Studying/working late,Sky 9
1916,121947,Non-binary,31-45,Studying/working late,CodeX
1917,121948,Male,19-30,Studying/working late,Gangster
1918,121949,Non-binary,19-30,Studying/working late,Bepsi
1919,121950,Male,19-30,Studying/working late,Bepsi
1920,121951,Male,31-45,Social outings/parties,Blue Bull
1921,121952,Male,31-45,Social outings/parties,Sky 9
1922,121953,Male,31-45,Studying/working late,Blue Bull
1923,121954,Female,31-45,Social outings/parties,Bepsi
1924,121955,Male,19-30,Studying/working late,Sky 9
1925,121956,Male,31-45,Other,Gangster
1926,121957,Male,31-45,Social outings/parties,Sky 9
1927,121958,Male,19-30,Social outings/parties,Blue Bull
1928,121959,Female,19-30,Studying/working late,Bepsi
1929,121960,Female,19-30,Sports/exercise,Bepsi
1930,121961,Female,15-18,Studying/working late,Cola-Coka
1931,121962,Male,46-65,Sports/exercise,Cola-Coka
1932,121963,Female,19-30,Studying/working late,Bepsi
1933,121964,Male,19-30,Studying/working late,Gangster
1934,121965,Female,19-30,Sports/exercise,Sky 9
1935,121966,Male,19-30,Driving/commuting,Gangster
1936,121967,Male,19-30,Studying/working late,Bepsi
1937,121968,Non-binary,19-30,Studying/working late,Sky 9
1938,121969,Female,46-65,Social outings/parties,Cola-Coka
1939,121970,Male,31-45,Sports/exercise,Cola-Coka
1940,121971,Female,19-30,Studying/working late,Sky 9
1941,121972,Female,31-45,Sports/exercise,Gangster
1942,121973,Female,31-45,Social outings/parties,Blue Bull
1943,121974,Male,19-30,Sports/exercise,CodeX
1944,121975,Male,46-65,Studying/working late,Bepsi
1945,121976,Male,31-45,Studying/working late,Bepsi
1946,121977,Male,19-30,Studying/working late,Cola-Coka
1947,121978,Male,31-45,Studying/working late,Cola-Coka
1948,121979,Female,31-45,Studying/working late,Sky 9
1949,121980,Male,31-45,Sports/exercise,Cola-Coka
1950,121981,Male,19-30,Sports/exercise,Gangster
1951,121982,Male,19-30,Sports/exercise,Others
1952,121983,Female,19-30,Sports/exercise,Gangster
1953,121984,Female,19-30,Social outings/parties,CodeX
1954,121985,Female,19-30,Studying/working late,Others
1955,121986,Male,19-30,Sports/exercise,Others
1956,121987,Female,19-30,Social outings/parties,Gangster
1957,121988,Male,19-30,Sports/exercise,CodeX
1958,121989,Non-binary,19-30,Studying/working late,Gangster
1959,121990,Male,31-45,Sports/exercise,Gangster
1960,121991,Male,31-45,Other,Bepsi
1961,121992,Male,31-45,Sports/exercise,Cola-Coka
1962,121993,Female,15-18,Sports/exercise,Sky 9
1963,121994,Male,19-30,Studying/working late,Cola-Coka
1964,121995,Male,19-30,Sports/exercise,Blue Bull
1965,121996,Female,19-30,Sports/exercise,Bepsi
1966,121997,Male,46-65,Social outings/parties,Blue Bull
1967,121998,Female,19-30,Studying/working late,Blue Bull
1968,121999,Female,19-30,Sports/exercise,Cola-Coka
1969,122000,Male,19-30,Sports/exercise,Gangster
1970,122001,Female,15-18,Sports/exercise,Bepsi
1971,122002,Male,19-30,Studying/working late,Bepsi
1972,122003,Male,31-45,Social outings/parties,Gangster
1973,122004,Male,31-45,Sports/exercise,Gangster
1974,122005,Male,19-30,Social outings/parties,Bepsi
1975,122006,Male,31-45,Sports/exercise,Gangster
1976,122007,Female,15-18,Studying/working late,CodeX
1977,122008,Male,19-30,Studying/working late,Bepsi
1978,122009,Female,31-45,Sports/exercise,Gangster
1979,122010,Male,19-30,Studying/working late,CodeX
1980,122011,Male,31-45,Studying/working late,Cola-Coka
1981,122012,Male,19-30,Social outings/parties,Blue Bull
1982,122013,Male,15-18,Sports/exercise,Cola-Coka
1983,122014,Female,19-30,Other,Sky 9
1984,122015,Male,31-45,Studying/working late,Sky 9
1985,122016,Female,19-30,Studying/working late,Cola-Coka
1986,122017,Male,19-30,Social outings/parties,Cola-Coka
1987,122018,Male,31-45,Social outings/parties,Gangster
1988,122019,Female,46-65,Studying/working late,Gangster
1989,122020,Female,31-45,Social outings/parties,Cola-Coka
1990,122021,Male,19-30,Studying/working late,Blue Bull
1991,122022,Male,31-45,Social outings/parties,Gangster
1992,122023,Female,31-45,Studying/working late,Gangster
1993,122024,Male,19-30,Sports/exercise,Gangster
1994,122025,Female,31-45,Other,Bepsi
1995,122026,Female,19-30,Studying/working late,Cola-Coka
1996,122027,Female,31-45,Studying/working late,Cola-Coka
1997,122028,Non-binary,31-45,Sports/exercise,CodeX
1998,122029,Female,15-18,Sports/exercise,Others
1999,122030,Female,15-18,Sports/exercise,Bepsi
2000,122031,Male,19-30,Sports/exercise,Cola-Coka
2001,122032,Male,19-30,Sports/exercise,Gangster
2002,122033,Male,19-30,Sports/exercise,Blue Bull
2003,122034,Female,19-30,Sports/exercise,Blue Bull
2004,122035,Male,19-30,Studying/working late,Sky 9
2005,122036,Male,19-30,Sports/exercise,Cola-Coka
2006,122037,Male,19-30,Sports/exercise,CodeX
2007,122038,Male,19-30,Sports/exercise,Gangster
2008,122039,Female,19-30,Studying/working late,Others
2009,122040,Male,15-18,Sports/exercise,CodeX
2010,122041,Female,19-30,Sports/exercise,Cola-Coka
2011,122042,Male,31-45,Social outings/parties,CodeX
2012,122043,Female,46-65,Social outings/parties,Cola-Coka
2013,122044,Male,31-45,Studying/working late,Others
2014,122045,Male,31-45,Social outings/parties,Bepsi
2015,122046,Male,19-30,Social outings/parties,Cola-Coka
2016,122047,Male,19-30,Social outings/parties,Cola-Coka
2017,122048,Male,31-45,Studying/working late,Cola-Coka
2018,122049,Male,19-30,Driving/commuting,CodeX
2019,122050,Male,65+,Studying/working late,Cola-Coka
2020,122051,Female,19-30,Other,Cola-Coka
2021,122052,Female,19-30,Social outings/parties,Bepsi
2022,122053,Female,19-30,Studying/working late,Others
2023,122054,Male,31-45,Sports/exercise,Blue Bull
2024,122055,Male,19-30,Other,Sky 9
2025,122056,Male,19-30,Sports/exercise,Cola-Coka
2026,122057,Female,19-30,Studying/working late,Cola-Coka
2027,122058,Female,19-30,Sports/exercise,Blue Bull
2028,122059,Male,31-45,Studying/working late,Cola-Coka
2029,122060,Female,46-65,Driving/commuting,Bepsi
2030,122061,Male,19-30,Driving/commuting,Cola-Coka
2031,122062,Male,19-30,Other,Blue Bull
2032,122063,Male,15-18,Sports/exercise,Gangster
2033,122064,Female,19-30,Social outings/parties,Cola-Coka
2034,122065,Female,19-30,Studying/working late,Bepsi
2035,122066,Male,19-30,Studying/working late,Blue Bull
2036,122067,Male,31-45,Sports/exercise,Sky 9
2037,122068,Female,15-18,Studying/working late,Cola-Coka
2038,122069,Male,19-30,Social outings/parties,Bepsi
2039,122070,Male,31-45,Sports/exercise,Blue Bull
