,Unnamed: 0.1,Unnamed: 0,Respondent_ID,Gender,Age,Current_brands,Marketing_channels,Consume_frequency
1747,1747,1747,121778,Male,46-65,Cola-Coka,Outdoor billboards,2-3 times a week
1748,1748,1748,121779,Non-binary,31-45,Blue Bull,Online ads,2-3 times a week
1749,1749,1749,121780,Male,19-30,CodeX,Outdoor billboards,Rarely
1750,1750,1750,121781,Male,31-45,Others,Outdoor billboards,2-3 times a week
1751,1751,1751,121782,Female,15-18,Gangster,TV commercials,2-3 times a week
1752,1752,1752,121783,Male,15-18,Bepsi,TV commercials,2-3 times a week
1753,1753,1753,121784,Female,19-30,Cola-Coka,Online ads,2-3 times a week
1754,1754,1754,121785,Male,19-30,Cola-Coka,Online ads,2-3 times a week
1755,1755,1755,121786,Female,19-30,Bepsi,TV commercials,Once a week
1756,1756,1756,121787,Female,19-30,CodeX,Online ads,Once a week
1757,1757,1757,121788,Male,19-30,Sky 9,TV commercials,2-3 times a week
1758,1758,1758,121789,Female,19-30,Bepsi,Outdoor billboards,Rarely
1759,1759,1759,121790,Male,19-30,Cola-Coka,Other,Daily
1760,1760,1760,121791,Male,15-18,Blue Bull,Online ads,2-3 times a month
1761,1761,1761,121792,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a month
1762,1762,1762,121793,Male,19-30,Cola-Coka,Online ads,Once a week
1763,1763,1763,121794,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a week
1764,1764,1764,121795,Male,31-45,Cola-Coka,Other,2-3 times a month
1765,1765,1765,121796,Male,19-30,Cola-Coka,Outdoor billboards,Once a week
1766,1766,1766,121797,Male,31-45,Cola-Coka,Other,Once a week
1767,1767,1767,121798,Male,19-30,Cola-Coka,TV commercials,Once a week
1768,1768,1768,121799,Female,15-18,Blue Bull,Online ads,2-3 times a week
1769,1769,1769,121800,Male,31-45,Cola-Coka,Outdoor billboards,Once a week
1770,1770,1770,121801,Male,31-45,Cola-Coka,Online ads,Daily
1771,1771,1771,121802,Female,19-30,Blue Bull,Print media,Rarely
1772,1772,1772,121803,Female,19-30,Bepsi,Print media,2-3 times a week
1773,1773,1773,121804,Female,19-30,Cola-Coka,Other,2-3 times a month
1774,1774,1774,121805,Female,31-45,Bepsi,Print media,Rarely
1775,1775,1775,121806,Female,19-30,Cola-Coka,Online ads,Once a week
1776,1776,1776,121807,Male,19-30,Cola-Coka,Outdoor billboards,Daily
1777,1777,1777,121808,Male,19-30,Cola-Coka,Online ads,2-3 times a month
1778,1778,1778,121809,Female,19-30,Gangster,Online ads,2-3 times a week
1779,1779,1779,121810,Female,19-30,Gangster,Online ads,Once a week
1780,1780,1780,121811,Male,19-30,Sky 9,Print media,Once a week
1781,1781,1781,121812,Male,65+,CodeX,Online ads,Once a week
1782,1782,1782,121813,Male,31-45,Sky 9,Print media,Rarely
1783,1783,1783,121814,Female,19-30,Gangster,TV commercials,2-3 times a week
1784,1784,1784,121815,Female,15-18,Cola-Coka,Online ads,Daily
1785,1785,1785,121816,Female,19-30,Blue Bull,Online ads,2-3 times a week
1786,1786,1786,121817,Male,65+,Bepsi,TV commercials,2-3 times a week
1787,1787,1787,121818,Female,19-30,Bepsi,TV commercials,2-3 times a month
1788,1788,1788,121819,Male,31-45,Gangster,TV commercials,Rarely
1789,1789,1789,121820,Male,19-30,Gangster,TV commercials,2-3 times a month
1790,1790,1790,121821,Male,31-45,Blue Bull,TV commercials,2-3 times a month
1791,1791,1791,121822,Female,19-30,CodeX,Print media,Rarely
1792,1792,1792,121823,Male,19-30,Bepsi,Other,2-3 times a week
1793,1793,1793,121824,Female,19-30,Gangster,Online ads,2-3 times a week
1794,1794,1794,121825,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
1795,1795,1795,121826,Male,15-18,Gangster,Online ads,2-3 times a week
1796,1796,1796,121827,Female,31-45,Gangster,Online ads,Daily
1797,1797,1797,121828,Female,15-18,Gangster,Online ads,Once a week
1798,1798,1798,121829,Male,31-45,Bepsi,TV commercials,2-3 times a week
1799,1799,1799,121830,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a month
1800,1800,1800,121831,Male,15-18,Blue Bull,Print media,Daily
1801,1801,1801,121832,Female,31-45,Others,Other,Rarely
1802,1802,1802,121833,Male,19-30,Cola-Coka,Online ads,2-3 times a week
1803,1803,1803,121834,Female,31-45,CodeX,Online ads,2-3 times a month
1804,1804,1804,121835,Female,19-30,CodeX,Other,2-3 times a week
1805,1805,1805,121836,Male,31-45,Cola-Coka,TV commercials,2-3 times a month
1806,1806,1806,121837,Male,19-30,CodeX,Outdoor billboards,2-3 times a week
1807,1807,1807,121838,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
1808,1808,1808,121839,Male,15-18,Cola-Coka,Print media,Rarely
1809,1809,1809,121840,Male,19-30,Bepsi,Online ads,Once a week
1810,1810,1810,121841,Female,31-45,Bepsi,Print media,2-3 times a month
1811,1811,1811,121842,Female,19-30,CodeX,Online ads,Once a week
1812,1812,1812,121843,Female,19-30,Cola-Coka,Online ads,Once a week
1813,1813,1813,121844,Female,19-30,Bepsi,Online ads,Once a week
1814,1814,1814,121845,Female,31-45,CodeX,Other,2-3 times a week
1815,1815,1815,121846,Female,19-30,Gangster,Outdoor billboards,2-3 times a week
1816,1816,1816,121847,Female,31-45,Bepsi,Online ads,Daily
1817,1817,1817,121848,Male,19-30,CodeX,TV commercials,Once a week
1818,1818,1818,121849,Male,15-18,Bepsi,Other,2-3 times a week
1819,1819,1819,121850,Male,19-30,Blue Bull,TV commercials,Once a week
1820,1820,1820,121851,Male,19-30,Bepsi,TV commercials,Rarely
1821,1821,1821,121852,Male,19-30,Gangster,Other,Once a week
1822,1822,1822,121853,Male,19-30,Gangster,Other,Once a week
1823,1823,1823,121854,Female,19-30,Bepsi,Online ads,2-3 times a week
1824,1824,1824,121855,Male,19-30,Sky 9,TV commercials,2-3 times a week
1825,1825,1825,121856,Male,19-30,Blue Bull,Outdoor billboards,2-3 times a week
1826,1826,1826,121857,Female,31-45,Bepsi,TV commercials,2-3 times a week
1827,1827,1827,121858,Male,19-30,Bepsi,Print media,Rarely
1828,1828,1828,121859,Female,15-18,Blue Bull,Online ads,Rarely
1829,1829,1829,121860,Female,19-30,Others,Online ads,Daily
1830,1830,1830,121861,Male,19-30,Sky 9,Outdoor billboards,2-3 times a week
1831,1831,1831,121862,Male,19-30,Cola-Coka,Online ads,Daily
1832,1832,1832,121863,Female,31-45,Sky 9,Other,Once a week
1833,1833,1833,121864,Male,15-18,Cola-Coka,TV commercials,2-3 times a week
1834,1834,1834,121865,Male,15-18,Blue Bull,TV commercials,Daily
1835,1835,1835,121866,Female,31-45,Cola-Coka,Online ads,Daily
1836,1836,1836,121867,Male,31-45,Gangster,TV commercials,Once a week
1837,1837,1837,121868,Male,19-30,CodeX,Outdoor billboards,Daily
1838,1838,1838,121869,Male,15-18,Blue Bull,Print media,2-3 times a week
1839,1839,1839,121870,Female,19-30,Others,TV commercials,Rarely
1840,1840,1840,121871,Female,19-30,Bepsi,Online ads,2-3 times a week
1841,1841,1841,121872,Male,31-45,Others,Online ads,2-3 times a week
1842,1842,1842,121873,Female,19-30,Gangster,TV commercials,2-3 times a week
1843,1843,1843,121874,Male,31-45,Cola-Coka,TV commercials,2-3 times a month
1844,1844,1844,121875,Male,31-45,Gangster,Print media,Daily
1845,1845,1845,121876,Male,15-18,Gangster,Online ads,2-3 times a month
1846,1846,1846,121877,Male,19-30,Cola-Coka,Outdoor billboards,2-3 times a month
1847,1847,1847,121878,Male,19-30,Sky 9,Online ads,2-3 times a week
1848,1848,1848,121879,Male,15-18,Gangster,Online ads,Rarely
1849,1849,1849,121880,Non-binary,19-30,Cola-Coka,Other,Rarely
1850,1850,1850,121881,Male,65+,Cola-Coka,Other,Daily
1851,1851,1851,121882,Non-binary,46-65,Sky 9,Online ads,2-3 times a week
1852,1852,1852,121883,Male,31-45,Cola-Coka,TV commercials,2-3 times a month
1853,1853,1853,121884,Female,19-30,Blue Bull,TV commercials,Once a week
1854,1854,1854,121885,Female,31-45,Sky 9,Print media,Once a week
1855,1855,1855,121886,Non-binary,15-18,Bepsi,Online ads,Once a week
1856,1856,1856,121887,Female,15-18,Bepsi,Online ads,Rarely
1857,1857,1857,121888,Male,19-30,Gangster,Online ads,Once a week
1858,1858,1858,121889,Female,19-30,Gangster,Online ads,Rarely
1859,1859,1859,121890,Male,46-65,Bepsi,Print media,Daily
1860,1860,1860,121891,Male,65+,CodeX,Print media,Rarely
1861,1861,1861,121892,Male,19-30,Bepsi,TV commercials,Rarely
1862,1862,1862,121893,Male,15-18,Cola-Coka,Other,Rarely
1863,1863,1863,121894,Female,46-65,Cola-Coka,Print media,Rarely
1864,1864,1864,121895,Male,15-18,Cola-Coka,Print media,Once a week
1865,1865,1865,121896,Female,19-30,Blue Bull,Online ads,Once a week
1866,1866,1866,121897,Female,31-45,Cola-Coka,Outdoor billboards,2-3 times a month
1867,1867,1867,121898,Male,19-30,Bepsi,Print media,2-3 times a week
1868,1868,1868,121899,Male,19-30,Sky 9,TV commercials,2-3 times a week
1869,1869,1869,121900,Female,15-18,Blue Bull,Print media,Once a week
1870,1870,1870,121901,Male,19-30,Bepsi,TV commercials,2-3 times a month
1871,1871,1871,121902,Female,19-30,Sky 9,Online ads,2-3 times a week
1872,1872,1872,121903,Male,19-30,CodeX,TV commercials,2-3 times a week
1873,1873,1873,121904,Male,15-18,Gangster,Online ads,2-3 times a week
1874,1874,1874,121905,Male,19-30,Others,Print media,2-3 times a week
1875,1875,1875,121906,Non-binary,19-30,Bepsi,TV commercials,Once a week
1876,1876,1876,121907,Male,19-30,Cola-Coka,Online ads,Daily
1877,1877,1877,121908,Male,19-30,Cola-Coka,Online ads,2-3 times a week
1878,1878,1878,121909,Male,19-30,CodeX,Other,2-3 times a week
1879,1879,1879,121910,Male,19-30,Cola-Coka,Online ads,2-3 times a week
1880,1880,1880,121911,Female,19-30,Cola-Coka,Online ads,Daily
1881,1881,1881,121912,Male,19-30,Others,Online ads,Daily
1882,1882,1882,121913,Male,31-45,Bepsi,Outdoor billboards,2-3 times a week
1883,1883,1883,121914,Male,19-30,Cola-Coka,Other,2-3 times a week
1884,1884,1884,121915,Male,31-45,Sky 9,Print media,Rarely
1885,1885,1885,121916,Female,19-30,Gangster,TV commercials,Rarely
1886,1886,1886,121917,Female,19-30,Cola-Coka,Online ads,Once a week
1887,1887,1887,121918,Male,19-30,Bepsi,Outdoor billboards,2-3 times a week
1888,1888,1888,121919,Male,15-18,Gangster,TV commercials,2-3 times a week
1889,1889,1889,121920,Male,15-18,Blue Bull,TV commercials,Once a week
1890,1890,1890,121921,Male,19-30,Sky 9,Print media,Once a week
1891,1891,1891,121922,Female,19-30,Gangster,Online ads,Rarely
1892,1892,1892,121923,Female,19-30,Bepsi,Other,2-3 times a week
1893,1893,1893,121924,Female,19-30,Bepsi,Online ads,Once a week
1894,1894,1894,121925,Female,19-30,Bepsi,Other,2-3 times a month
1895,1895,1895,121926,Male,19-30,Cola-Coka,Other,Rarely
1896,1896,1896,121927,Female,31-45,Cola-Coka,Other,Once a week
1897,1897,1897,121928,Male,19-30,Blue Bull,Online ads,Daily
1898,1898,1898,121929,Female,15-18,Blue Bull,TV commercials,Rarely
1899,1899,1899,121930,Male,19-30,CodeX,Other,2-3 times a week
1900,1900,1900,121931,Female,31-45,Bepsi,Online ads,2-3 times a week
1901,1901,1901,121932,Female,31-45,Sky 9,Print media,2-3 times a week
1902,1902,1902,121933,Female,15-18,Cola-Coka,TV commercials,Once a week
1903,1903,1903,121934,Female,19-30,Cola-Coka,Other,2-3 times a month
1904,1904,1904,121935,Male,19-30,Cola-Coka,TV commercials,2-3 times a week
1905,1905,1905,121936,Male,19-30,Sky 9,Print media,Rarely
1906,1906,1906,121937,Male,15-18,Cola-Coka,Online ads,2-3 times a week
1907,1907,1907,121938,Female,19-30,Cola-Coka,Online ads,Daily
1908,1908,1908,121939,Male,15-18,Bepsi,TV commercials,Once a week
1909,1909,1909,121940,Male,31-45,Bepsi,Other,2-3 times a week
1910,1910,1910,121941,Male,19-30,Cola-Coka,Online ads,Once a week
1911,1911,1911,121942,Female,31-45,Bepsi,Online ads,2-3 times a week
1912,1912,1912,121943,Male,19-30,Blue Bull,Online ads,2-3 times a week
1913,1913,1913,121944,Female,15-18,CodeX,Online ads,Once a week
1914,1914,1914,121945,Female,15-18,Gangster,Print media,2-3 times a month
1915,1915,1915,121946,Male,15-18,Sky 9,TV commercials,2-3 times a week
1916,1916,1916,121947,Non-binary,31-45,CodeX,TV commercials,Rarely
1917,1917,1917,121948,Male,19-30,Gangster,TV commercials,Rarely
1918,1918,1918,121949,Non-binary,19-30,Bepsi,Outdoor billboards,Once a week
1919,1919,1919,121950,Male,19-30,Bepsi,Online ads,Rarely
1920,1920,1920,121951,Male,31-45,Blue Bull,Print media,2-3 times a week
1921,1921,1921,121952,Male,31-45,Sky 9,Online ads,Once a week
1922,1922,1922,121953,Male,31-45,Blue Bull,Outdoor billboards,Rarely
1923,1923,1923,121954,Female,31-45,Bepsi,TV commercials,Rarely
1924,1924,1924,121955,Male,19-30,Sky 9,Online ads,Rarely
1925,1925,1925,121956,Male,31-45,Gangster,Print media,Rarely
1926,1926,1926,121957,Male,31-45,Sky 9,Print media,2-3 times a month
1927,1927,1927,121958,Male,19-30,Blue Bull,Online ads,2-3 times a week
1928,1928,1928,121959,Female,19-30,Bepsi,Online ads,Rarely
1929,1929,1929,121960,Female,19-30,Bepsi,Print media,Daily
1930,1930,1930,121961,Female,15-18,Cola-Coka,Online ads,Rarely
1931,1931,1931,121962,Male,46-65,Cola-Coka,Other,Once a week
1932,1932,1932,121963,Female,19-30,Bepsi,Online ads,Daily
1933,1933,1933,121964,Male,19-30,Gangster,Other,Rarely
1934,1934,1934,121965,Female,19-30,Sky 9,Online ads,Daily
1935,1935,1935,121966,Male,19-30,Gangster,Online ads,Rarely
1936,1936,1936,121967,Male,19-30,Bepsi,Outdoor billboards,2-3 times a month
1937,1937,1937,121968,Non-binary,19-30,Sky 9,TV commercials,Rarely
1938,1938,1938,121969,Female,46-65,Cola-Coka,Other,Rarely
1939,1939,1939,121970,Male,31-45,Cola-Coka,Outdoor billboards,2-3 times a week
1940,1940,1940,121971,Female,19-30,Sky 9,Online ads,2-3 times a week
1941,1941,1941,121972,Female,31-45,Gangster,Online ads,Rarely
1942,1942,1942,121973,Female,31-45,Blue Bull,Outdoor billboards,Rarely
1943,1943,1943,121974,Male,19-30,CodeX,TV commercials,Daily
1944,1944,1944,121975,Male,46-65,Bepsi,TV commercials,Once a week
1945,1945,1945,121976,Male,31-45,Bepsi,TV commercials,2-3 times a week
1946,1946,1946,121977,Male,19-30,Cola-Coka,Online ads,2-3 times a month
1947,1947,1947,121978,Male,31-45,Cola-Coka,Outdoor billboards,Rarely
1948,1948,1948,121979,Female,31-45,Sky 9,Online ads,Rarely
1949,1949,1949,121980,Male,31-45,Cola-Coka,Outdoor billboards,Rarely
1950,1950,1950,121981,Male,19-30,Gangster,Outdoor billboards,Rarely
1951,1951,1951,121982,Male,19-30,Others,Outdoor billboards,Once a week
1952,1952,1952,121983,Female,19-30,Gangster,Online ads,2-3 times a week
1953,1953,1953,121984,Female,19-30,CodeX,Online ads,2-3 times a week
1954,1954,1954,121985,Female,19-30,Others,Online ads,2-3 times a month
1955,1955,1955,121986,Male,19-30,Others,TV commercials,Once a week
1956,1956,1956,121987,Female,19-30,Gangster,TV commercials,2-3 times a week
1957,1957,1957,121988,Male,19-30,CodeX,Online ads,Rarely
1958,1958,1958,121989,Non-binary,19-30,Gangster,Online ads,Daily
1959,1959,1959,121990,Male,31-45,Gangster,Print media,2-3 times a week
1960,1960,1960,121991,Male,31-45,Bepsi,Other,Daily
1961,1961,1961,121992,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
1962,1962,1962,121993,Female,15-18,Sky 9,Online ads,2-3 times a week
1963,1963,1963,121994,Male,19-30,Cola-Coka,Print media,Rarely
1964,1964,1964,121995,Male,19-30,Blue Bull,Online ads,2-3 times a month
1965,1965,1965,121996,Female,19-30,Bepsi,TV commercials,Once a week
1966,1966,1966,121997,Male,46-65,Blue Bull,TV commercials,Once a week
1967,1967,1967,121998,Female,19-30,Blue Bull,Online ads,Once a week
1968,1968,1968,121999,Female,19-30,Cola-Coka,TV commercials,2-3 times a week
1969,1969,1969,122000,Male,19-30,Gangster,Online ads,Daily
1970,1970,1970,122001,Female,15-18,Bepsi,TV commercials,Once a week
1971,1971,1971,122002,Male,19-30,Bepsi,TV commercials,Once a week
1972,1972,1972,122003,Male,31-45,Gangster,TV commercials,2-3 times a week
1973,1973,1973,122004,Male,31-45,Gangster,Outdoor billboards,Rarely
1974,1974,1974,122005,Male,19-30,Bepsi,TV commercials,Daily
1975,1975,1975,122006,Male,31-45,Gangster,Outdoor billboards,Daily
1976,1976,1976,122007,Female,15-18,CodeX,TV commercials,2-3 times a week
1977,1977,1977,122008,Male,19-30,Bepsi,Print media,2-3 times a week
1978,1978,1978,122009,Female,31-45,Gangster,Outdoor billboards,2-3 times a month
1979,1979,1979,122010,Male,19-30,CodeX,Online ads,2-3 times a month
1980,1980,1980,122011,Male,31-45,Cola-Coka,Print media,2-3 times a week
1981,1981,1981,122012,Male,19-30,Blue Bull,Outdoor billboards,Once a week
1982,1982,1982,122013,Male,15-18,Cola-Coka,Outdoor billboards,2-3 times a month
1983,1983,1983,122014,Female,19-30,Sky 9,Online ads,Daily
1984,1984,1984,122015,Male,31-45,Sky 9,Other,2-3 times a week
1985,1985,1985,122016,Female,19-30,Cola-Coka,Online ads,2-3 times a month
1986,1986,1986,122017,Male,19-30,Cola-Coka,Other,2-3 times a week
1987,1987,1987,122018,Male,31-45,Gangster,TV commercials,2-3 times a month
1988,1988,1988,122019,Female,46-65,Gangster,Outdoor billboards,Once a week
1989,1989,1989,122020,Female,31-45,Cola-Coka,Outdoor billboards,Daily
1990,1990,1990,122021,Male,19-30,Blue Bull,TV commercials,Rarely
1991,1991,1991,122022,Male,31-45,Gangster,Outdoor billboards,Daily
1992,1992,1992,122023,Female,31-45,Gangster,Other,2-3 times a week
1993,1993,1993,122024,Male,19-30,Gangster,Online ads,2-3 times a week
1994,1994,1994,122025,Female,31-45,Bepsi,Other,Rarely
1995,1995,1995,122026,Female,19-30,Cola-Coka,Online ads,2-3 times a week
1996,1996,1996,122027,Female,31-45,Cola-Coka,Outdoor billboards,Once a week
1997,1997,1997,122028,Non-binary,31-45,CodeX,Print media,2-3 times a month
1998,1998,1998,122029,Female,15-18,Others,TV commercials,Daily
1999,1999,1999,122030,Female,15-18,Bepsi,TV commercials,2-3 times a week
2000,2000,2000,122031,Male,19-30,Cola-Coka,Online ads,Rarely
2001,2001,2001,122032,Male,19-30,Gangster,Other,2-3 times a week
2002,2002,2002,122033,Male,19-30,Blue Bull,Online ads,Daily
2003,2003,2003,122034,Female,19-30,Blue Bull,Print media,Once a week
2004,2004,2004,122035,Male,19-30,Sky 9,Online ads,Rarely
2005,2005,2005,122036,Male,19-30,Cola-Coka,Other,2-3 times a week
2006,2006,2006,122037,Male,19-30,CodeX,Online ads,Rarely
2007,2007,2007,122038,Male,19-30,Gangster,Print media,2-3 times a week
2008,2008,2008,122039,Female,19-30,Others,Outdoor billboards,Daily
2009,2009,2009,122040,Male,15-18,CodeX,Online ads,Once a week
2010,2010,2010,122041,Female,19-30,Cola-Coka,TV commercials,2-3 times a week
2011,2011,2011,122042,Male,31-45,CodeX,TV commercials,2-3 times a week
2012,2012,2012,122043,Female,46-65,Cola-Coka,Print media,Rarely
2013,2013,2013,122044,Male,31-45,Others,TV commercials,2-3 times a week
2014,2014,2014,122045,Male,31-45,Bepsi,TV commercials,2-3 times a month
2015,2015,2015,122046,Male,19-30,Cola-Coka,Online ads,2-3 times a week
2016,2016,2016,122047,Male,19-30,Cola-Coka,TV commercials,2-3 times a month
2017,2017,2017,122048,Male,31-45,Cola-Coka,TV commercials,2-3 times a week
2018,2018,2018,122049,Male,19-30,CodeX,Online ads,2-3 times a month
2019,2019,2019,122050,Male,65+,Cola-Coka,Outdoor billboards,Rarely
2020,2020,2020,122051,Female,19-30,Cola-Coka,Print media,2-3 times a month
2021,2021,2021,122052,Female,19-30,Bepsi,TV commercials,Rarely
2022,2022,2022,122053,Female,19-30,Others,Online ads,2-3 times a week
2023,2023,2023,122054,Male,31-45,Blue Bull,TV commercials,2-3 times a month
2024,2024,2024,122055,Male,19-30,Sky 9,Online ads,2-3 times a week
2025,2025,2025,122056,Male,19-30,Cola-Coka,Online ads,2-3 times a week
2026,2026,2026,122057,Female,19-30,Cola-Coka,TV commercials,2-3 times a week
2027,2027,2027,122058,Female,19-30,Blue Bull,Online ads,2-3 times a week
2028,2028,2028,122059,Male,31-45,Cola-Coka,Print media,2-3 times a week
2029,2029,2029,122060,Female,46-65,Bepsi,Other,Rarely
2030,2030,2030,122061,Male,19-30,Cola-Coka,TV commercials,Rarely
2031,2031,2031,122062,Male,19-30,Blue Bull,Print media,2-3 times a month
2032,2032,2032,122063,Male,15-18,Gangster,TV commercials,Daily
2033,2033,2033,122064,Female,19-30,Cola-Coka,Online ads,Rarely
2034,2034,2034,122065,Female,19-30,Bepsi,TV commercials,2-3 times a week
2035,2035,2035,122066,Male,19-30,Blue Bull,Online ads,2-3 times a week
2036,2036,2036,122067,Male,31-45,Sky 9,Online ads,Once a week
2037,2037,2037,122068,Female,15-18,Cola-Coka,Outdoor billboards,Daily
2038,2038,2038,122069,Male,19-30,Bepsi,Other,2-3 times a month
2039,2039,2039,122070,Male,31-45,Blue Bull,Other,2-3 times a week
